timestamp,elapsed_time_sec,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,linear_vel_x,linear_vel_y,linear_vel_z,angular_vel_x,angular_vel_y,angular_vel_z
2025-10-26T01:39:35.530096,0.501,-1.999404,-0.500000,0.007844,0.000019,0.003307,0.000175,0.999995,0.000039,0.006614,0.000349,0.000029,-0.000012,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:35.630260,0.602,-1.999401,-0.500000,0.007834,0.000017,0.003308,0.000175,0.999995,0.000035,0.006616,0.000351,0.000029,-0.000005,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:35.730600,0.702,-1.999399,-0.500000,0.007818,0.000001,0.003306,0.000176,0.999995,0.000003,0.006613,0.000352,0.000005,-0.000006,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:35.830252,0.801,-1.999395,-0.500000,0.007844,0.000011,0.003310,0.000177,0.999995,0.000023,0.006621,0.000355,0.000030,-0.000013,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:35.930430,0.902,-1.999393,-0.500000,0.007828,0.000020,0.003306,0.000178,0.999995,0.000040,0.006613,0.000356,0.000020,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.030758,1.002,-1.999391,-0.500000,0.007817,0.000011,0.003302,0.000179,0.999995,0.000024,0.006604,0.000358,0.000004,-0.000005,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.130389,1.102,-1.999387,-0.500000,0.007825,0.000007,0.003304,0.000180,0.999995,0.000016,0.006607,0.000360,0.000014,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.231061,1.202,-1.999384,-0.500000,0.007839,0.000009,0.003308,0.000181,0.999995,0.000019,0.006616,0.000362,0.000026,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.329926,1.301,-1.999381,-0.500000,0.007818,0.000017,0.003307,0.000182,0.999995,0.000035,0.006613,0.000364,0.000009,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.430864,1.402,-1.999378,-0.500000,0.007828,0.000013,0.003308,0.000183,0.999995,0.000027,0.006616,0.000366,0.000016,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.531576,1.503,-1.999375,-0.500000,0.007833,0.000010,0.003306,0.000184,0.999995,0.000020,0.006612,0.000368,0.000026,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:36.630276,1.602,-1.999372,-0.500000,0.007824,0.000015,0.003307,0.000185,0.999995,0.000031,0.006614,0.000370,0.000013,-0.000011,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.730583,1.702,-1.999370,-0.500000,0.007840,0.000017,0.003309,0.000186,0.999995,0.000034,0.006617,0.000371,0.000026,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.830354,1.802,-1.999366,-0.500000,0.007819,0.000013,0.003303,0.000187,0.999995,0.000027,0.006605,0.000374,0.000008,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:36.931156,1.902,-1.999364,-0.500000,0.007839,0.000016,0.003308,0.000188,0.999995,0.000032,0.006615,0.000375,0.000024,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.030629,2.002,-1.999361,-0.500000,0.007835,0.000019,0.003306,0.000188,0.999995,0.000038,0.006611,0.000377,0.000028,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:37.130614,2.102,-1.999358,-0.500000,0.007831,0.000020,0.003306,0.000190,0.999995,0.000041,0.006611,0.000379,0.000018,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.230396,2.202,-1.999355,-0.500000,0.007844,0.000006,0.003308,0.000190,0.999995,0.000013,0.006616,0.000381,0.000036,-0.000005,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:37.330263,2.302,-1.999352,-0.500000,0.007820,0.000006,0.003307,0.000192,0.999995,0.000013,0.006614,0.000383,0.000009,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.430070,2.401,-1.999349,-0.500000,0.007845,0.000010,0.003312,0.000192,0.999994,0.000021,0.006625,0.000385,0.000032,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:37.530620,2.502,-1.999346,-0.500000,0.007816,0.000005,0.003307,0.000194,0.999995,0.000012,0.006614,0.000387,0.000004,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.630490,2.602,-1.999343,-0.500000,0.007835,0.000004,0.003309,0.000194,0.999995,0.000010,0.006619,0.000389,0.000022,-0.000011,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.730192,2.701,-1.999340,-0.500000,0.007818,0.000012,0.003308,0.000196,0.999995,0.000025,0.006616,0.000391,0.000008,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.830463,2.802,-1.999338,-0.500000,0.007816,0.000010,0.003306,0.000196,0.999995,0.000022,0.006613,0.000392,0.000004,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:37.930311,2.902,-1.999335,-0.500000,0.007845,0.000008,0.003309,0.000197,0.999995,0.000018,0.006618,0.000394,0.000032,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:38.031419,3.002,-1.999331,-0.500000,0.007823,0.000014,0.003308,0.000198,0.999995,0.000029,0.006616,0.000397,0.000013,-0.000011,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.130981,3.102,-1.999329,-0.500000,0.007840,0.000014,0.003309,0.000199,0.999995,0.000030,0.006617,0.000398,0.000026,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.230866,3.202,-1.999326,-0.500000,0.007841,0.000011,0.003305,0.000200,0.999995,0.000022,0.006609,0.000400,0.000034,-0.000009,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:38.330301,3.302,-1.999323,-0.500000,0.007830,0.000014,0.003309,0.000201,0.999995,0.000029,0.006618,0.000402,0.000019,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.430527,3.402,-1.999320,-0.500000,0.007839,0.000012,0.003310,0.000202,0.999994,0.000026,0.006621,0.000404,0.000033,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.530812,3.502,-1.999317,-0.500000,0.007817,0.000001,0.003307,0.000203,0.999995,0.000004,0.006613,0.000406,0.000005,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.630513,3.602,-1.999314,-0.500000,0.007844,0.000009,0.003311,0.000204,0.999994,0.000019,0.006622,0.000408,0.000029,-0.000013,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:38.730614,3.702,-1.999311,-0.500000,0.007818,0.000012,0.003304,0.000205,0.999995,0.000026,0.006608,0.000410,0.000008,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.830821,3.802,-1.999308,-0.500000,0.007839,0.000014,0.003306,0.000206,0.999995,0.000029,0.006613,0.000412,0.000023,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:38.929946,3.901,-1.999305,-0.500000,0.007835,0.000011,0.003309,0.000207,0.999995,0.000024,0.006617,0.000414,0.000029,-0.000007,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:39.030015,4.001,-1.999302,-0.500000,0.007821,0.000006,0.003311,0.000208,0.999994,0.000013,0.006621,0.000416,0.000012,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:39.130845,4.102,-1.999298,-0.500000,0.007840,0.000004,0.003306,0.000209,0.999995,0.000010,0.006612,0.000418,0.000026,-0.000011,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:39.230640,4.202,-1.999295,-0.500000,0.007844,0.000013,0.003304,0.000210,0.999995,0.000028,0.006608,0.000421,0.000036,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:39.331205,4.302,-1.999292,-0.500000,0.007819,0.000018,0.003304,0.000211,0.999995,0.000037,0.006608,0.000422,0.000009,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:39.430544,4.402,-1.999289,-0.500000,0.007838,0.000021,0.003307,0.000212,0.999995,0.000042,0.006613,0.000425,0.000032,-0.000006,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:39.530638,4.502,-1.999286,-0.500000,0.007824,0.000008,0.003303,0.000213,0.999995,0.000017,0.006605,0.000426,0.000013,-0.000006,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:39.629919,4.601,-1.999283,-0.500000,0.007841,0.000007,0.003310,0.000214,0.999994,0.000015,0.006620,0.000429,0.000028,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:39.730456,4.702,-1.999279,-0.500000,0.007824,0.000010,0.003307,0.000215,0.999995,0.000022,0.006614,0.000431,0.000013,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:39.830179,4.801,-1.999277,-0.500000,0.007824,0.000013,0.003304,0.000216,0.999995,0.000027,0.006607,0.000433,0.000012,-0.000011,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:39.930621,4.902,-1.999273,-0.500000,0.007845,0.000009,0.003309,0.000217,0.999995,0.000019,0.006617,0.000435,0.000034,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.030761,5.002,-1.999271,-0.500000,0.007816,0.000006,0.003307,0.000218,0.999995,0.000013,0.006614,0.000436,0.000005,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.130541,5.102,-1.999267,-0.500000,0.007845,0.000006,0.003313,0.000219,0.999994,0.000014,0.006626,0.000439,0.000035,-0.000009,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:40.230502,5.202,-1.999265,-0.500000,0.007833,0.000006,0.003306,0.000220,0.999995,0.000014,0.006612,0.000440,0.000024,-0.000009,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:40.330472,5.302,-1.999261,-0.500000,0.007823,0.000017,0.003303,0.000221,0.999995,0.000035,0.006607,0.000443,0.000011,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.430753,5.402,-1.999258,-0.500000,0.007843,0.000014,0.003309,0.000222,0.999994,0.000029,0.006619,0.000444,0.000030,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.530574,5.502,-1.999256,-0.500000,0.007823,0.000012,0.003308,0.000223,0.999995,0.000026,0.006617,0.000446,0.000014,-0.000009,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:40.630918,5.602,-1.999252,-0.500000,0.007839,0.000000,0.003311,0.000224,0.999994,0.000002,0.006622,0.000448,0.000024,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.730265,5.702,-1.999250,-0.500000,0.007837,0.000006,0.003310,0.000225,0.999994,0.000014,0.006620,0.000450,0.000032,-0.000013,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:40.830353,5.802,-1.999247,-0.500000,0.007819,0.000016,0.003301,0.000226,0.999995,0.000033,0.006602,0.000452,0.000006,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:40.930652,5.902,-1.999244,-0.500000,0.007821,0.000011,0.003303,0.000227,0.999995,0.000024,0.006606,0.000454,0.000009,-0.000007,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.030329,6.002,-1.999240,-0.500000,0.007840,0.000009,0.003310,0.000228,0.999994,0.000019,0.006619,0.000456,0.000035,-0.000009,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:41.130630,6.102,-1.999238,-0.500000,0.007817,0.000008,0.003307,0.000229,0.999995,0.000018,0.006614,0.000458,0.000005,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.229864,6.201,-1.999234,-0.500000,0.007840,0.000013,0.003305,0.000230,0.999995,0.000028,0.006610,0.000460,0.000024,-0.000012,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.329954,6.301,-1.999232,-0.500000,0.007840,0.000016,0.003306,0.000231,0.999995,0.000033,0.006612,0.000462,0.000034,-0.000006,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.432233,6.403,-1.999228,-0.500000,0.007835,0.000006,0.003310,0.000232,0.999994,0.000014,0.006620,0.000464,0.000022,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.530545,6.502,-1.999226,-0.500000,0.007840,0.000004,0.003310,0.000233,0.999994,0.000010,0.006621,0.000466,0.000034,-0.000008,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:41.630826,6.602,-1.999222,-0.500000,0.007842,0.000008,0.003314,0.000234,0.999994,0.000018,0.006628,0.000468,0.000029,-0.000011,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:41.730986,6.702,-1.999220,-0.500000,0.007840,0.000011,0.003308,0.000235,0.999995,0.000023,0.006616,0.000470,0.000032,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.830876,6.802,-1.999216,-0.500000,0.007820,0.000014,0.003301,0.000236,0.999995,0.000029,0.006601,0.000472,0.000005,-0.000009,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:41.930120,6.901,-1.999214,-0.500000,0.007834,0.000009,0.003306,0.000237,0.999995,0.000020,0.006612,0.000474,0.000021,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.030422,7.002,-1.999211,-0.500000,0.007845,0.000005,0.003311,0.000238,0.999994,0.000011,0.006622,0.000475,0.000033,-0.000008,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:42.130192,7.101,-1.999208,-0.500000,0.007820,0.000009,0.003310,0.000239,0.999994,0.000019,0.006620,0.000478,0.000008,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.230798,7.202,-1.999205,-0.500000,0.007828,0.000011,0.003304,0.000240,0.999995,0.000023,0.006607,0.000479,0.000014,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.330572,7.302,-1.999202,-0.500000,0.007845,0.000010,0.003305,0.000241,0.999995,0.000022,0.006610,0.000482,0.000036,-0.000010,0.000000,0.000000,0.000000,0.000018
2025-10-26T01:39:42.431152,7.402,-1.999199,-0.500000,0.007819,0.000015,0.003308,0.000242,0.999995,0.000032,0.006615,0.000483,0.000009,-0.000010,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.530257,7.502,-1.999195,-0.500000,0.007845,0.000008,0.003311,0.000243,0.999994,0.000019,0.006622,0.000486,0.000034,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.630630,7.602,-1.999193,-0.500000,0.007816,0.000007,0.003308,0.000244,0.999994,0.000015,0.006616,0.000487,0.000005,-0.000008,0.000000,0.000000,0.000000,0.000019
2025-10-26T01:39:42.730325,7.702,-1.999189,-0.500000,0.007845,0.000008,0.003312,0.000245,0.999994,0.000017,0.006624,0.000490,0.000035,-0.000009,0.000000,0.000000,0.000000,0.000018
